Name,Employee ID,Service Center,Date,Gap Time,First Pro Number,First Pro HU,Second Pro Number,Second Pro HU
Tammy Harris,75592235,STX,2023-08-04,29.57,1884122066,8,5953887396,5
Tammy Harris,75592235,STX,2023-08-04,31.87,2860287341,2,6217909464,3
Victoria Carlson,64573636,STX,2023-08-04,28.75,558514858,2,4296766548,5
Victoria Carlson,64573636,STX,2023-08-04,21.34,2352252693,6,9604911496,4
Victoria Carlson,64573636,STX,2023-08-04,26.15,3439394075,2,5625949741,6
Ryan Brown,56185271,FTW,2023-08-04,32.61,4843840115,8,206190602,7
Benjamin Stephens,34036186,DAL,2023-08-04,25.12,8726809899,6,6547455101,4
Benjamin Stephens,34036186,DAL,2023-08-04,20.59,3320318921,4,6977860361,4
Benjamin Stephens,34036186,DAL,2023-08-04,34.1,514107301,2,2301309926,5
Benjamin Stephens,34036186,DAL,2023-08-04,21.32,8205612998,1,1022777407,6
Benjamin Stephens,34036186,DAL,2023-08-04,26.86,8080742500,8,3924733089,6
Douglas Nelson,7837865,OKC,2023-08-04,22.85,431323145,5,428862042,1
Douglas Nelson,7837865,OKC,2023-08-04,25.57,5921117244,5,799736914,5
Douglas Nelson,7837865,OKC,2023-08-04,20.34,4710910733,1,4752322762,8
Douglas Nelson,7837865,OKC,2023-08-04,30.15,6446190381,6,4942076065,7
Douglas Nelson,7837865,OKC,2023-08-04,34.04,3471082298,6,6839417682,7
Douglas Nelson,7837865,OKC,2023-08-04,26.02,4509694372,6,5486892788,6
Monica Saunders,77624219,STX,2023-08-04,26.19,7839857385,1,8072283754,4
Monica Saunders,77624219,STX,2023-08-04,30.28,6027631294,7,3199365717,8
Monica Saunders,77624219,STX,2023-08-04,23.5,8922882367,2,3619893859,3
Monica Saunders,77624219,STX,2023-08-04,33.4,504768553,6,7957987489,6
Monica Saunders,77624219,STX,2023-08-04,30.43,2185463806,5,5369730563,4
Monica Saunders,77624219,STX,2023-08-04,23.3,5493562173,8,9726459970,1
Anne French,35660979,DAL,2023-08-04,22.08,1581936540,6,7625434681,3
Anne French,35660979,DAL,2023-08-04,33.95,1635472320,8,546957527,7
Brian Fisher,76391571,DAL,2023-08-04,31.17,7917964713,3,7587241560,3
Brian Fisher,76391571,DAL,2023-08-04,34.64,8720180095,5,9702705407,3
Brian Fisher,76391571,DAL,2023-08-04,21.1,9235728847,2,8937021618,4
Brian Fisher,76391571,DAL,2023-08-04,23.53,4910542478,8,7229724247,2
Brian Fisher,76391571,DAL,2023-08-04,20.4,2347443126,4,2547525542,7
Brian Fisher,76391571,DAL,2023-08-04,20.66,7899419022,7,5530973603,6
Brian Fisher,76391571,DAL,2023-08-04,21.92,3931381192,3,8397106816,5
Brian Fisher,76391571,DAL,2023-08-04,28.42,7320870107,6,5640200877,3
Jeanne Williamson,71039737,DAL,2023-08-04,30.11,5349419475,4,230413984,2
Douglas Nichols,77270999,SHV,2023-08-07,20.56,1120304207,8,1907741217,7
David Ford,9977034,FTW,2023-08-07,23.54,1146116046,8,6417295195,4
David Ford,9977034,FTW,2023-08-07,30.49,6349090616,6,2134236716,2
David Ford,9977034,FTW,2023-08-07,29.06,5335507699,4,9031184255,4
David Ford,9977034,FTW,2023-08-07,24.38,3231045208,7,6274865308,8
David Ford,9977034,FTW,2023-08-07,34.28,6481159446,5,1343719819,2
David Ford,9977034,FTW,2023-08-07,29.2,8492535260,3,476246453,4
David Ford,9977034,FTW,2023-08-07,34.24,7912350977,7,9680403918,1
Sean Obrien,15537511,HOU,2023-08-07,33.87,9277416772,7,3685706450,8
Natalie Hopkins,40497336,SHV,2023-08-07,28.05,7602490301,1,145732509,7
Natalie Hopkins,40497336,SHV,2023-08-07,29.58,2852078579,6,7932576324,5
Natalie Hopkins,40497336,SHV,2023-08-07,21.57,73126631,1,5139092240,7
Natalie Hopkins,40497336,SHV,2023-08-07,30.42,5048983361,6,3502950246,8
Natalie Hopkins,40497336,SHV,2023-08-07,31.51,5452847701,5,7063496658,5
Natalie Hopkins,40497336,SHV,2023-08-07,24.01,2359023529,2,6358421359,5
Natalie Hopkins,40497336,SHV,2023-08-07,28.45,3809116563,1,3270589483,5
Stacy Turner,73458833,DAL,2023-08-07,22.74,4761840875,2,116097305,7
Stacy Turner,73458833,DAL,2023-08-07,34.69,6110317442,7,4533350888,7
Stacy Turner,73458833,DAL,2023-08-07,24.61,4963019325,4,7183126614,7
Stacy Turner,73458833,DAL,2023-08-07,31.6,1139369356,1,4561072418,3
Stacy Turner,73458833,DAL,2023-08-07,31.04,7768628763,8,6098748874,7
James Harris,90946995,FTW,2023-08-07,33.61,5514107231,1,5893647144,6
James Harris,90946995,FTW,2023-08-07,32.9,3816390185,1,6155354712,1
James Harris,90946995,FTW,2023-08-07,24.32,2655863887,1,235296083,3
James Harris,90946995,FTW,2023-08-07,28.4,2833054265,3,248126711,5
James Harris,90946995,FTW,2023-08-07,25.75,1520153070,1,2512948542,4
James Harris,90946995,FTW,2023-08-07,34.6,2000312479,5,6674045595,8
Sarah Cook,26413709,SHV,2023-08-07,23.07,3691960170,6,7785078130,7
Sarah Cook,26413709,SHV,2023-08-07,25.17,3472138255,5,4053123449,3
Sarah Cook,26413709,SHV,2023-08-07,34.98,3975664481,3,9807005444,3
Sarah Cook,26413709,SHV,2023-08-07,24.22,2254723227,4,5449040109,5
Amy Escobar,24798974,SHV,2023-08-07,21.22,4889680649,8,5464307127,8
Amy Escobar,24798974,SHV,2023-08-07,26.68,6251881927,6,1349972511,3
Latoya Salazar,67499931,OKC,2023-08-07,22.9,3527878577,7,5243008933,4
Latoya Salazar,67499931,OKC,2023-08-07,22.35,1657613869,7,172011137,3
Rachel Williams,82865659,FTW,2023-08-07,20.79,3000831534,7,6100406596,5
Sandra Harris,96132022,DAL,2023-08-07,21.78,3142735057,2,7971047392,7
Sandra Harris,96132022,DAL,2023-08-07,33.11,9137663072,6,5920168937,6
Sandra Harris,96132022,DAL,2023-08-07,23.31,5628768658,2,354863046,6
Sandra Harris,96132022,DAL,2023-08-07,30.99,3026186950,4,4731549466,1
James Roach,20716601,STX,2023-08-07,21.53,4399684955,4,512679887,2
James Roach,20716601,STX,2023-08-07,23.77,3388356132,3,8414268773,5
James Roach,20716601,STX,2023-08-07,31.91,7427709280,6,9185451127,3
Anna Arnold,66814478,DAL,2023-08-07,34.46,3467532036,7,2675243297,6
Anna Arnold,66814478,DAL,2023-08-07,21.82,4204034566,2,6852877897,5
Anna Arnold,66814478,DAL,2023-08-07,21.43,5319586748,1,8102948510,4
Anna Arnold,66814478,DAL,2023-08-07,26.91,632629217,7,3403071167,4
Anna Arnold,66814478,DAL,2023-08-07,27.17,2314142438,3,1445833502,3
Anna Arnold,66814478,DAL,2023-08-07,21.56,306169135,3,5907705921,7
Jose Mendoza,69637807,HOU,2023-08-07,33.45,3928369821,2,1127735836,6
Jose Mendoza,69637807,HOU,2023-08-07,24.54,1810945723,4,3432016422,4
Jose Mendoza,69637807,HOU,2023-08-07,20.32,7433634317,7,4850650424,2
Jose Mendoza,69637807,HOU,2023-08-07,34.47,1237080330,1,2340913041,1
Charles Lloyd,98201322,OKC,2023-08-07,22.25,2975004617,2,4244629286,4
Charles Lloyd,98201322,OKC,2023-08-07,33.6,8767449298,3,2724200539,2
Charles Lloyd,98201322,OKC,2023-08-07,20.51,7836449856,4,9856710781,5
Sheryl Hill,34639709,DAL,2023-08-07,31.96,7076877614,1,635445602,1
Sheryl Hill,34639709,DAL,2023-08-07,21.41,2508135223,6,5672943882,4
Sheryl Hill,34639709,DAL,2023-08-07,23.29,5885195413,3,7192661842,2
Sheryl Hill,34639709,DAL,2023-08-07,21.6,1614920174,6,4733901456,8
Patricia Jackson,39617078,SHV,2023-08-07,21.44,5020328331,1,3848040796,3
Patricia Jackson,39617078,SHV,2023-08-07,22.03,8948868767,1,8436072405,8
Patricia Jackson,39617078,SHV,2023-08-07,25.41,8033943689,7,1484223979,6
Patricia Jackson,39617078,SHV,2023-08-07,23.51,4010746197,8,3743660878,1
Gregory Stewart,4886122,HOU,2023-08-07,28.45,2404142663,3,4218329364,6
Gregory Stewart,4886122,HOU,2023-08-07,23.4,8887635059,1,859300557,1
Gregory Stewart,4886122,HOU,2023-08-07,30.64,1675492526,4,7320442999,8
Gregory Stewart,4886122,HOU,2023-08-07,21.09,639573698,7,1175224569,2
Gregory Stewart,4886122,HOU,2023-08-07,23.43,3232091242,3,4903413069,8
Gregory Stewart,4886122,HOU,2023-08-07,21.43,6849508403,5,8738408497,5
Gregory Stewart,4886122,HOU,2023-08-07,31.8,7672639253,7,5057401546,4
Gregory Stewart,4886122,HOU,2023-08-07,32.32,8320131821,2,1816835488,5
Mark Collier,9309564,OKC,2023-08-07,32.16,3755148407,3,7399371248,8
Mark Collier,9309564,OKC,2023-08-07,27.42,3335139581,6,6091218661,7
Mark Collier,9309564,OKC,2023-08-07,27.36,1290522021,4,5053987309,4
Mark Collier,9309564,OKC,2023-08-07,26.18,3592287486,7,941732709,8
Mark Collier,9309564,OKC,2023-08-07,34.35,4348406139,6,6340156798,7
Lauren Singleton,42856486,STX,2023-08-07,33.88,4890802827,3,4464329973,8
Ronald Duarte,50493362,SHV,2023-08-07,26.64,2567186731,3,5514258210,7
Ronald Duarte,50493362,SHV,2023-08-07,23.05,349029028,1,838225242,7
Ronald Duarte,50493362,SHV,2023-08-07,27.38,1378105041,1,605206193,5
Ronald Duarte,50493362,SHV,2023-08-07,20.32,9741273479,7,9236699755,3
John White,93384238,STX,2023-08-07,21.77,8181443534,2,2372521884,4
John White,93384238,STX,2023-08-07,30.04,4665094904,2,2059710870,6
John White,93384238,STX,2023-08-07,24.54,4202876305,3,8703099339,3
John White,93384238,STX,2023-08-07,20.42,7353907348,5,6754238633,1
John White,93384238,STX,2023-08-07,21.52,263960878,5,838610804,1
John White,93384238,STX,2023-08-07,34.71,3421134718,5,7031895416,7
John White,93384238,STX,2023-08-07,32.94,704464438,3,8317631090,2
Sandra Hopkins,48756022,DAL,2023-08-07,23.79,3559653630,8,1104173249,6
Sandra Hopkins,48756022,DAL,2023-08-07,30.03,9356609606,2,3410608227,6
Sandra Hopkins,48756022,DAL,2023-08-07,30.12,4459928195,2,5015038469,8
Sandra Hopkins,48756022,DAL,2023-08-07,33.53,6701713535,7,8493727994,5
Jill Perez,18947956,DAL,2023-08-07,34.85,513322490,2,6393367869,2
Jill Perez,18947956,DAL,2023-08-07,21.8,2008648745,7,120165298,2
Jill Perez,18947956,DAL,2023-08-07,26.66,2693389356,1,1003881359,8
John Jones,77743148,HOU,2023-08-07,25.24,3444836890,6,6593249867,3
John Jones,77743148,HOU,2023-08-07,21.07,9400942177,7,3671397207,1
John Jones,77743148,HOU,2023-08-07,28.24,261971125,4,5218957911,6
John Jones,77743148,HOU,2023-08-07,25.19,6108306109,7,1971467009,1
John Jones,77743148,HOU,2023-08-07,33.85,7396725185,8,2616308780,5
Valerie Martinez,11650492,FTW,2023-08-07,30.06,6100907980,5,4547797657,5
Valerie Martinez,11650492,FTW,2023-08-07,23.61,1563862845,8,974093008,6
Valerie Martinez,11650492,FTW,2023-08-07,25.24,164412175,4,9771199241,4
Chase Hammond,23514686,FTW,2023-08-07,32.37,281091542,3,2800953290,3
Chase Hammond,23514686,FTW,2023-08-07,21.79,8669674163,8,1278381444,1
Chase Hammond,23514686,FTW,2023-08-07,30.82,1275009066,8,3467333063,2
Chase Hammond,23514686,FTW,2023-08-07,21.45,5564436127,8,1171688900,4
Chase Hammond,23514686,FTW,2023-08-07,31.76,8834332893,2,3521633312,3
Chase Hammond,23514686,FTW,2023-08-07,22.73,4984857593,2,5625709591,7
Chase Hammond,23514686,FTW,2023-08-07,29.19,6455817117,6,7992283225,5
Chase Hammond,23514686,FTW,2023-08-07,26.94,5346412134,3,7653875929,2
Dorothy Mcbride,83218580,DAL,2023-08-07,23.04,5184989472,5,4190755410,7
Dorothy Mcbride,83218580,DAL,2023-08-07,23.9,1172026938,4,3809573951,7
Dorothy Mcbride,83218580,DAL,2023-08-07,21.62,2526026296,1,9221920020,6
Dorothy Mcbride,83218580,DAL,2023-08-07,21.68,4930669811,4,2790697641,4
Dorothy Mcbride,83218580,DAL,2023-08-07,23.32,9248634236,5,725516527,3
Dorothy Mcbride,83218580,DAL,2023-08-07,32.44,3046304192,3,5915397269,5
Dorothy Mcbride,83218580,DAL,2023-08-07,32.75,471822591,1,1157300072,3
Dorothy Mcbride,83218580,DAL,2023-08-07,24.76,9237148702,4,3454117935,2
Barbara Ryan,17568007,DAL,2023-08-07,24.35,8868145892,5,3161747563,2
Barbara Ryan,17568007,DAL,2023-08-07,27.82,303613941,6,8449120914,8
Barbara Ryan,17568007,DAL,2023-08-07,27.29,2064851807,5,3537891548,3
Barbara Ryan,17568007,DAL,2023-08-07,31.23,9967837405,5,4513963743,2
Barbara Ryan,17568007,DAL,2023-08-07,27.45,9733185928,3,2257771960,3
Lynn Hawkins,87449731,HOU,2023-08-07,34.9,2626076328,1,1753280356,6
Clarence Gonzalez,2392005,HOU,2023-08-07,34.92,2799421289,6,1151412246,4
Clarence Gonzalez,2392005,HOU,2023-08-07,30.57,5810626910,4,8001081329,8
Clarence Gonzalez,2392005,HOU,2023-08-07,33.88,4546500825,6,1854640548,8
Clarence Gonzalez,2392005,HOU,2023-08-07,34.2,6111848679,2,1703933353,8
Clarence Gonzalez,2392005,HOU,2023-08-07,31.46,1743850556,7,8043914738,3
Anna Smith,2526554,FTW,2023-08-07,20.9,5992035394,6,2278043625,6
Anna Smith,2526554,FTW,2023-08-07,26.86,7877531103,3,428694107,7
Anna Smith,2526554,FTW,2023-08-07,34.51,9932024498,6,5355728578,3
Anna Smith,2526554,FTW,2023-08-07,27.5,6991588209,3,3508829763,6
Anna Smith,2526554,FTW,2023-08-07,20.53,2668462668,4,391526271,5
Anna Smith,2526554,FTW,2023-08-07,34.08,9470924918,3,6801541950,4
Anna Smith,2526554,FTW,2023-08-07,31.05,7278951778,4,3550216798,5
Peggy Tate,30840273,FTW,2023-08-07,26.24,3632218038,4,8476429378,4
Peggy Tate,30840273,FTW,2023-08-07,31.15,3593434878,4,4705429964,7
Peggy Tate,30840273,FTW,2023-08-07,28.44,2912223672,7,8609756740,7
Matthew Miles,88643207,FTW,2023-08-07,29.74,8047941994,3,9199628342,4
Matthew Miles,88643207,FTW,2023-08-07,24.5,1400385245,5,5912849483,7
Matthew Miles,88643207,FTW,2023-08-07,34.13,7342982210,5,2018450402,4
Matthew Miles,88643207,FTW,2023-08-07,27.85,1369853123,1,237974125,4
Matthew Miles,88643207,FTW,2023-08-07,26.09,6983966149,5,5141718689,5
Ruth Hansen,26410811,OKC,2023-08-07,27.25,1594149680,8,7470265775,7
Ruth Hansen,26410811,OKC,2023-08-07,29.05,5253473314,5,2908884664,5
Melissa Jones,92375666,FTW,2023-08-07,25.8,6217541149,4,1401726889,5
Melissa Jones,92375666,FTW,2023-08-07,24.55,3152380777,8,3270222339,7
Melissa Jones,92375666,FTW,2023-08-07,31.75,7684948305,6,5036969206,1
Jose Lloyd,56962859,FTW,2023-08-07,32.49,8096920191,7,4781764238,6
Jose Lloyd,56962859,FTW,2023-08-07,27.7,9702069964,5,654927334,5
Jose Lloyd,56962859,FTW,2023-08-07,33.43,52703902,2,3028212727,1
Jose Lloyd,56962859,FTW,2023-08-07,32.4,1816662184,5,4128336970,1
Jose Lloyd,56962859,FTW,2023-08-07,23.42,139375438,5,4430649119,1
Jose Lloyd,56962859,FTW,2023-08-07,29.26,6125734693,8,7195304005,8
Travis Hernandez,31868090,DAL,2023-08-07,34.05,6244899621,6,8021354984,3
Travis Hernandez,31868090,DAL,2023-08-07,31.64,6147857106,1,1006340870,7
Travis Hernandez,31868090,DAL,2023-08-07,27.79,972666720,6,448897503,5
Travis Hernandez,31868090,DAL,2023-08-07,29.33,3575912131,3,1268647559,8
Elaine Flores,82308356,OKC,2023-08-07,25.82,316335228,6,9337914795,1
Elaine Flores,82308356,OKC,2023-08-07,24.86,6757048711,8,6943434805,6
Elaine Flores,82308356,OKC,2023-08-07,25.36,5127363275,5,1235661149,2
Kiara Williams,9364733,FTW,2023-08-07,34.92,4878615659,1,1136801263,2
Kiara Williams,9364733,FTW,2023-08-07,32.19,7769284862,6,2215327544,5
Kiara Williams,9364733,FTW,2023-08-07,21.5,4239099026,3,5398088699,2
Kiara Williams,9364733,FTW,2023-08-07,32.71,9146668110,6,807977396,4
Kiara Williams,9364733,FTW,2023-08-07,30.41,1117078352,3,6788139806,8
Kiara Williams,9364733,FTW,2023-08-07,22.73,2378455265,4,4644222391,4
Erin Johnson,47665349,HOU,2023-08-07,21.37,4931295047,5,1566759252,1
Erin Johnson,47665349,HOU,2023-08-07,20.22,3105605609,7,9795750144,1
Erin Johnson,47665349,HOU,2023-08-07,27.88,6652554836,4,4504853675,5
Kimberly Lawson,16559716,SHV,2023-08-07,20.99,704812572,2,9977073284,5
Kimberly Lawson,16559716,SHV,2023-08-07,20.56,1925084306,2,4820570445,6
Mary Watson,6002164,HOU,2023-08-07,33.28,6631656333,2,143120212,4
Mary Watson,6002164,HOU,2023-08-07,32.65,7361659259,3,9109970461,8
Mary Watson,6002164,HOU,2023-08-07,34.73,993993318,2,4536937424,8
Mary Watson,6002164,HOU,2023-08-07,30.44,4689978446,5,4041067688,8
Mary Watson,6002164,HOU,2023-08-07,24.9,6817537397,2,3195294702,5
Mary Watson,6002164,HOU,2023-08-07,34.22,5636853970,4,951033472,2
Mary Watson,6002164,HOU,2023-08-07,27.8,2905232146,2,3736593666,3
Mary Watson,6002164,HOU,2023-08-07,33.59,148418726,2,9695921889,2
David Newton,67750878,STX,2023-08-07,32.15,1114774059,3,3592044419,7
David Newton,67750878,STX,2023-08-07,34.8,4206672545,7,1952650323,6
David Newton,67750878,STX,2023-08-07,28.96,2860836166,3,3370686802,8
David Newton,67750878,STX,2023-08-07,22.57,8386330631,4,4267792063,1
Rachel Parsons,26264579,FTW,2023-08-07,28.28,9625183112,8,8862342088,2
Rachel Parsons,26264579,FTW,2023-08-07,23.41,4309080438,7,2065943726,6
Rachel Parsons,26264579,FTW,2023-08-07,22.32,7712531309,6,9329593534,7
Karen Mathis,27600905,HOU,2023-08-07,34.6,2056697407,4,5705787152,5
Karen Mathis,27600905,HOU,2023-08-07,20.62,8016762408,1,1531750611,3
Karen Mathis,27600905,HOU,2023-08-07,32.49,1945776069,8,5921872311,1
Karen Mathis,27600905,HOU,2023-08-07,21.15,8230042114,8,7913150621,3
Karen Mathis,27600905,HOU,2023-08-07,21.12,1421193417,3,2668856910,1
Karen Mathis,27600905,HOU,2023-08-07,24.98,7634035911,4,7743728823,2
Karen Mathis,27600905,HOU,2023-08-07,30.38,4753849166,8,6155516792,8
Jennifer Bowman,59486462,FTW,2023-08-07,20.27,2453043689,7,7944361261,6
Jennifer Bowman,59486462,FTW,2023-08-07,26.93,3581526016,8,5829805590,4
Jennifer Bowman,59486462,FTW,2023-08-07,24.64,5840590774,2,8661145034,1
Patrick Small,39057094,HOU,2023-08-07,27.15,2539467335,5,9992556812,2
Patrick Small,39057094,HOU,2023-08-07,24.59,505379254,4,6515279019,2
Patrick Small,39057094,HOU,2023-08-07,26.86,8709000938,6,9724662724,2
Patrick Small,39057094,HOU,2023-08-07,26.68,396998942,2,8360596229,2
Patrick Small,39057094,HOU,2023-08-07,26.26,8909305678,8,9213113283,1
Patrick Small,39057094,HOU,2023-08-07,25.17,476140259,8,6399102163,3
Patrick Small,39057094,HOU,2023-08-07,32.9,6070635461,7,9172814785,5
Jeremy Fry,1481337,STX,2023-08-07,33.02,6604150964,4,3975655410,3
Jeremy Fry,1481337,STX,2023-08-07,28.59,3132556799,2,6388953924,4
Denise Sanchez,58873729,SHV,2023-08-07,28.03,9344241594,2,5274225291,3
Denise Sanchez,58873729,SHV,2023-08-07,26.0,276435512,4,6548854721,5
Denise Sanchez,58873729,SHV,2023-08-07,30.2,5438426289,3,6593120234,2
Denise Sanchez,58873729,SHV,2023-08-07,20.73,9700443669,3,4997748925,7
Denise Sanchez,58873729,SHV,2023-08-07,31.75,4686102088,2,4091130624,6
Denise Sanchez,58873729,SHV,2023-08-07,29.64,3349707596,7,7670415986,7
Denise Sanchez,58873729,SHV,2023-08-07,29.22,9636424145,1,1186266012,3
Miranda West,46967111,STX,2023-08-07,25.59,1363057944,7,6054551315,2
Jose Carroll,34218855,FTW,2023-08-07,21.43,3854929336,8,1708891987,5
Jose Carroll,34218855,FTW,2023-08-07,30.36,6066175998,1,6057963857,4
Jose Carroll,34218855,FTW,2023-08-07,34.78,6421815107,6,7319042400,1
Jose Carroll,34218855,FTW,2023-08-07,26.13,6092150370,7,2253737406,2
Jose Carroll,34218855,FTW,2023-08-07,28.31,2346426219,2,3355898369,2
Jose Carroll,34218855,FTW,2023-08-07,28.7,8645980859,4,2709346895,6
Jose Carroll,34218855,FTW,2023-08-07,31.41,8082070441,8,8899887719,4
Jose Carroll,34218855,FTW,2023-08-07,30.69,6347277836,5,6064646709,4
Roberto Alexander,57320968,FTW,2023-08-07,34.6,4065519005,3,7829150999,4
Roberto Alexander,57320968,FTW,2023-08-07,32.86,3343804039,5,1373741188,7
Roberto Alexander,57320968,FTW,2023-08-07,29.5,8867674422,6,3348718313,8
Roberto Alexander,57320968,FTW,2023-08-07,22.04,5958770232,3,1762532926,5
Roberto Alexander,57320968,FTW,2023-08-07,26.7,1405588230,2,6523906545,1
Roberto Alexander,57320968,FTW,2023-08-07,27.13,6167168172,3,1713948171,5
Colin King,27389471,OKC,2023-08-07,28.04,7951422720,3,686424098,2
Colin King,27389471,OKC,2023-08-07,22.51,6165283410,8,6677792475,5
Colin King,27389471,OKC,2023-08-07,21.59,1477208536,3,2454860503,8
Colin King,27389471,OKC,2023-08-07,25.47,1193961012,1,7311993670,5
Ethan Gallegos,3536701,HOU,2023-08-07,30.5,370512363,7,9041281609,8
Ethan Gallegos,3536701,HOU,2023-08-07,29.53,7595104261,5,4663474699,2
Ethan Gallegos,3536701,HOU,2023-08-07,21.02,6665790562,4,1586307109,6
Ethan Gallegos,3536701,HOU,2023-08-07,33.84,274951682,3,1970093552,4
Ethan Gallegos,3536701,HOU,2023-08-07,31.16,4613011473,2,513016007,8
Ethan Gallegos,3536701,HOU,2023-08-07,32.67,8094614530,4,7616503693,2
Brittany Webb,37390235,FTW,2023-08-07,22.79,3107266760,3,2404142410,7
Brittany Webb,37390235,FTW,2023-08-07,34.67,3516756921,2,1272999472,7
Austin Herrera,60256606,STX,2023-08-07,31.79,1643047868,8,5015441368,2
Austin Herrera,60256606,STX,2023-08-07,21.98,7517907278,6,2562264930,2
Austin Herrera,60256606,STX,2023-08-07,22.12,6208148627,1,7347417422,8
Austin Herrera,60256606,STX,2023-08-07,34.12,8114325107,5,4791888597,6
Austin Herrera,60256606,STX,2023-08-07,22.9,6290668151,1,175388187,8
Austin Herrera,60256606,STX,2023-08-07,21.14,5142905397,5,9640983212,8
Bryan Pham,7886301,STX,2023-08-07,25.72,8604674141,6,5219840358,5
Bryan Pham,7886301,STX,2023-08-07,32.08,5859054943,1,9679847873,4
Bryan Pham,7886301,STX,2023-08-07,23.76,1292825273,3,5650229880,5
Bryan Pham,7886301,STX,2023-08-07,28.59,803302703,6,2580977459,8
Brian Taylor,75222115,FTW,2023-08-07,31.74,9261884967,2,6249112966,7
Brian Taylor,75222115,FTW,2023-08-07,27.73,6606388690,6,9183151535,7
Jennifer Brown,57107385,DAL,2023-08-07,28.7,3979746717,8,2562955163,3
Jennifer Brown,57107385,DAL,2023-08-07,25.1,557577273,1,3513651184,1
Jennifer Brown,57107385,DAL,2023-08-07,27.94,1149752696,3,8497459634,8
Jennifer Brown,57107385,DAL,2023-08-07,23.4,670256353,5,5065549945,4
Jennifer Brown,57107385,DAL,2023-08-07,23.23,1076841030,5,4344740411,2
Tiffany Smith,69716341,SHV,2023-08-07,29.81,2814406147,2,2179046883,4
Tiffany Smith,69716341,SHV,2023-08-07,23.55,7355375759,4,4301894554,5
Tiffany Smith,69716341,SHV,2023-08-07,22.05,2351700645,4,8064678454,5
Tiffany Smith,69716341,SHV,2023-08-07,33.05,3601979346,8,527158842,8
Tiffany Smith,69716341,SHV,2023-08-07,24.62,4656457687,5,3120057767,2
Tiffany Smith,69716341,SHV,2023-08-07,23.63,7446076881,7,2170438760,2
Tiffany Smith,69716341,SHV,2023-08-07,33.0,4567656958,1,6945613445,1
Kristy Jacobs,68190334,HOU,2023-08-07,33.99,6235775622,1,9224176825,3
Kristy Jacobs,68190334,HOU,2023-08-07,24.62,9171841245,3,335858156,5
Tony Powell,20879496,DAL,2023-08-07,22.64,7356133320,4,136177388,4
Tony Powell,20879496,DAL,2023-08-07,23.99,4954742906,8,6547661009,6
Tony Powell,20879496,DAL,2023-08-07,30.28,6048756269,2,546276538,1
Tony Powell,20879496,DAL,2023-08-07,24.21,7767814658,6,9250621138,2
Tony Powell,20879496,DAL,2023-08-07,23.07,9353421367,6,8423418016,7
Tony Powell,20879496,DAL,2023-08-07,22.48,4297252668,8,9737393842,6
Brandon Moreno,4793547,DAL,2023-08-07,28.73,5385168676,1,1195408033,7
Brandon Moreno,4793547,DAL,2023-08-07,33.84,6877267511,5,5602195184,6
Brandon Moreno,4793547,DAL,2023-08-07,27.8,1340428898,4,9433774923,5
Jacob Carr,74843235,DAL,2023-08-07,28.3,1218408030,8,2680394589,4
Pamela Maldonado,81354516,STX,2023-08-07,32.92,2460684013,6,8112649977,6
Pamela Maldonado,81354516,STX,2023-08-07,32.07,2443681479,1,261562988,2
Pamela Maldonado,81354516,STX,2023-08-07,24.44,9386995746,3,4958077038,2
Pamela Maldonado,81354516,STX,2023-08-07,31.07,124226412,2,2824235323,5
Pamela Maldonado,81354516,STX,2023-08-07,20.47,9088009928,4,4641468385,6
Pamela Maldonado,81354516,STX,2023-08-07,26.4,2566456211,5,8294149116,1
Ryan Porter,34435132,OKC,2023-08-07,29.26,3100739019,8,8837618667,1
Ryan Porter,34435132,OKC,2023-08-07,29.94,3222613937,6,2368878594,8
Ryan Porter,34435132,OKC,2023-08-07,34.88,8314264517,8,557938301,1
Hunter Munoz,80766757,OKC,2023-08-07,33.57,5368988885,6,6746250002,3
Hunter Munoz,80766757,OKC,2023-08-07,32.91,8302942291,4,4788550439,2
Hunter Munoz,80766757,OKC,2023-08-07,27.13,4480805408,3,5130400732,2
James Bartlett,92131686,OKC,2023-08-07,26.45,4748947534,2,7296681063,4
James Bartlett,92131686,OKC,2023-08-07,24.88,9164205350,6,690302989,4
James Bartlett,92131686,OKC,2023-08-07,22.75,4928402808,7,6015340328,4
James Bartlett,92131686,OKC,2023-08-07,32.82,1196267302,4,369802745,2
James Bartlett,92131686,OKC,2023-08-07,31.13,2065681573,7,3873160761,3
John Woodward,43839176,DAL,2023-08-07,30.45,2553804617,8,1846258645,3
John Woodward,43839176,DAL,2023-08-07,34.46,7944607073,4,4374582470,2
John Woodward,43839176,DAL,2023-08-07,22.21,8389766253,6,7653553904,4
John Woodward,43839176,DAL,2023-08-07,30.58,7748006338,4,5511978242,8
John Woodward,43839176,DAL,2023-08-07,31.3,8877319147,6,2142617822,3
John Woodward,43839176,DAL,2023-08-07,27.27,6265626139,3,3617318290,4
Tina Brown,60561543,DAL,2023-08-07,33.44,326165460,4,2234997388,4
Tina Brown,60561543,DAL,2023-08-07,23.03,1025196333,4,3319634,5
Tina Brown,60561543,DAL,2023-08-07,24.1,65364854,3,7994057638,4
Tina Brown,60561543,DAL,2023-08-07,26.0,9994743531,5,8767247241,2
Tina Brown,60561543,DAL,2023-08-07,21.69,1973286593,7,4656690305,2
Tina Brown,60561543,DAL,2023-08-07,20.71,851416861,8,5728521376,2
